연번,도로명주소,지번주소,위도,경도,건물명,구 명칭,전화번호,유형,개방시간,소재지 용도,화장실 현황,장애인화장실 현황,편의시설 (기타설비),안내표지,소재지,비고
4088,서울특별시 중랑구 동일로 797,서울특별시 중랑구 중화동 50-3,127.079448,37.60157476,중화역,중랑구,1577-5678,공공개방,정시 (05:00-익일01:00),지하철,2,기저귀교환대2유아용보호의자2손건조기3, , , , 
4089,서울특별시 중랑구 동일로 901,서울특별시 중랑구 묵동 189-5,127.0777444,37.61061875,먹골역,중랑구,1577-5678,공공개방,정시 (05:00-익일01:00),지하철,2,기저귀교환대2유아용보호의자1손건조기3, , , , 
4090,서울특별시 노원구 동일로 992-1,서울특별시 노원구 공릉동 616-4,127.0749761,37.61790352,태릉(7)역,노원구,1577-5678,공공개방,정시 (05:00-익일01:00),지하철,2,기저귀교환대2유아용보호의자2손건조기3비상벨12, , , , 
4091,서울특별시 노원구 동일로 1196,서울특별시 노원구 하계동 273-5,127.067968,37.63644791,하계역,노원구,1577-5678,공공개방,정시 (05:00-익일01:00),지하철,2,기저귀교환대2유아용보호의자2손건조기3, , , , 
4092,서울특별시 노원구 동일로 1074,서울특별시 노원구 공릉동 385-4,127.072985,37.62547407,공릉역,노원구,1577-5678,공공개방,정시 (05:00-익일01:00),지하철,2,기저귀교환대2유아용보호의자1손건조기3, , , , 
2300,서울특별시 강서구 공항대로67길 29-26,서울특별시 강서구 염창동 276-13,126.8688764,37.54957107,리빙프라자(강서본점),강서구,02-2600-4073,민간개방,정시(09:00~18:00),민간, , , , , , 
2301,서울특별시 강서구 양천로 34,서울특별시 강서구 방화동 534-9,126.8076679,37.57245486,양서빌딩,강서구,02-2600-4073,민간개방1,정시(09:00~18:00),빌딩, , , , , , 
2302,서울특별시 강서구 양천로 28,서울특별시 강서구 방화동 849,126.8069359,37.57235361,벽산에어트리움,강서구,02-2600-4073,민간개방1,정시(09:00~18:00),빌딩, , , , , , 
2303,서울특별시 강서구 화곡로 301,서울특별시 강서구 화곡동 998-9,126.8487343,37.55129093,원풍빌딩,강서구,02-2600-4073,민간개방1,정시(09:00~18:00),빌딩, , , , , , 
2304,서울특별시 강서구 강서로45다길 71,서울특별시 강서구 화곡동 1019,126.83518,37.5446693,푸른들청소년도서관,강서구,02-2600-4073,공공개방,정시(09:00~18:00),공용시설, , , , , , 
2305,서울특별시 강서구 우현로 34,서울특별시 강서구 화곡동 1159-4,126.8418338,37.5482634,우장산숲속도서관,강서구,02-2600-4073,공공개방,정시(09:00~18:00),공용시설, , , , , , 
2306,서울특별시 강서구 강서로62길 48,서울특별시 강서구 등촌동 690-1,126.8423662,37.56242258,등빛도서관,강서구,02-2600-4073,공공개방,정시(09:00~18:00),공용시설, , , , , , 
2307,서울특별시 강서구 금낭화로24길 5,서울특별시 강서구 방화동 828,126.813661,37.57870479,길꽃어린이도서관,강서구,02-2600-4073,공공개방,정시(09:00~18:00),공용시설, , , , , , 
2308,서울특별시 중구 칠패로 5,서울특별시 중구 중림동 386,126.9688083,37.5615189,서소문역사공원,중구,02-2280-8390,공중,상시,공원,"남 : 양변기 3(장애인 1), 소변기 3 여 : 양변기 8(장애인 1)","남 1, 여 1", , , , 
2309,서울특별시 중구 다산로29길 9,서울특별시 중구 신당동 296-12,127.01328,37.56081032,청구역 공중화장실(1층),중구,02-2280-8390,공중,상시,화장실,"남 : 양변기 1, 소변기 4 여 : 양변기 2", , , , , 
2310,서울특별시 중구 마른내로 166,서울특별시 중구 광희동1가 202-1,127.0062775,37.56435596,광희동 공중화장실(1층),중구,02-2280-8390,공중,상시,화장실,"남 : 양변기 2(장애인 1), 소변기 4 여 : 양변기 4(장애인 1)","남 1, 여 1", , , , 
2311,서울특별시 중구 만리재로 175,서울특별시 중구 만리동2가 273,126.9644936,37.55482041,중림동주민센터,중구,02-3396-6929, , , , , , , , , 
2312,서울특별시 중구 다산로42길 93,서울특별시 중구 신당동 154-42,127.0212945,37.56377204,금영빌딩,중구,02-3396-5472,민간개방1,정시,빌딩,"공용 : 대변기 1, 소변기 1", , , , , 
2313,서울특별시 중구 동호로37길 20,서울특별시 중구 주교동 19-1,127.0007923,37.56871508,방산시장-B,중구,02-2268-6691,민간개방1,정시,상가(재래시장),남1, , , , , 
2314,서울특별시 중구 동호로37길 20,서울특별시 중구 주교동 19-1,127.0007923,37.56871508,방산시장-A,중구,02-2268-6691,민간개방1,7:00~23:00,상가(재래시장),"2층 남 : 양변기 4, 소변기 6 여 : 양변기 3", , , , , 
2315,서울특별시 중구 장충단로 282-10,서울특별시 중구 신당동 772,127.0108218,37.56916472,남평화상가,중구,02-2237-0620,민간개방1,20:00~7:00,상가(재래시장),"남 : 양변기 3, 소변기 2 여 : 양변기 4(장애인 1)",여 1, , , , 
2316, ,서울특별시 중구 태평로2가  17-3,126.9779318,37.56546242,시청A 지하상가(2),중구,02-2290-6391, ,9:00~22:00, , , , , , , 
2317,서울특별시 중구 무교로 6,서울특별시 중구 을지로1가 16,126.9792055,37.56629052,시청A 지하상가(1),중구,02-2290-6391, ,9:00~22:00, , , , , , , 
2318,서울특별시 중구 마른내로 66-3,서울특별시 중구 인현동2가 100-3,126.9953241,37.56424011,인현지하상가,중구,02-2290-6391, ,7:00~22:00, , , , , , , 
2319,서울특별시 중구 청계천로 40,서울특별시 중구 다동 10,126.9816479,37.56853154,한국관광공사 서울센터점,중구,02-729-9474, , , , , , , , , 
2320,서울특별시 중구 소월로 3,서울특별시 중구 남창동 51-1,126.9761866,37.55936464,남대문시장 공중화장실(1층),중구,02-2280-8390,공중,상시,화장실,"남 : 양변기 1(장애인 1), 소변기 2 여 : 양변기 2(장애인 1)","남 1, 여 1", , , , 
2321,서울특별시 중구 다산로33다길 25,서울특별시 중구 신당동 236-542,127.0135904,37.56390228,신당1호 공중화장실(1층/공용),중구,02-2280-8390,공중,상시,화장실,"남 : 양변기 1, 소변기 1 여 : 양변기 2", , , , , 
2322,서울특별시 중구 다산로31길 7-5,서울특별시 중구 신당동 298-74,127.0137697,37.56130932,신당2호 공중화장실(1층),중구,02-2280-8390,공중,상시,화장실,"남 : 양변기 2, 소변기 1 여 : 양변기 2", , , , , 
2323, ,서울특별시 중구 신당동  351-104,127.0135671,37.55050801,응봉근린공원 2(관리실 옆),중구,02-2280-8390,공중,상시,화장실,"남 : 양변기 2(장애인 1), 소변기 3 여 : 양변기 2(장애인 1)","남 1, 여 1", , , , 
2324,서울특별시 중구 손기정로 73,서울특별시 중구 만리동1가 57-4,126.9643836,37.55687115,충정녹지대,중구,02-2280-8390,공중,상시,화장실,"남 : 양변기 2(장애인 1), 소변기 3 여 : 양변기 3(장애인 1)","남 1, 여 1", , , , 
2325,서울특별시 중구 정동길 21-18,서울특별시 중구 정동 15-1,126.9715203,37.56799716,정동근린공원(1층),중구,02-2280-8390,공중,상시,공원,"남 : 양변기 1(장애인 1), 소변기 3 여 : 양변기 2(장애인 1)","남 1, 여 1", , , , 
2326,서울특별시 중구 퇴계로45길 32-12,서울특별시 중구 충무로5가 21,126.9997806,37.56377139,묵정어린이공원(1층),중구,02-2280-8390,공중,상시,공원,"남 : 양변기 2, 소변기 3 여 : 양변기 2", , , , , 
2327,서울특별시 중구 다산로42다길 18,서울특별시 중구 신당동 123-1,127.0187377,37.56386737,다산어린이공원(1층),중구,02-2280-8390,공중,상시,공원,"남 : 양변기 3, 소변기 3 여 : 양변기 4", , , , , 
2328,서울특별시 중구 다동길 21,서울특별시 중구 다동 51-21,126.9804901,37.5678174,다동소공원(1층),중구,02-2280-8390,공중,상시,공원,"남 : 양변기 2(장애인 1), 소변기 3 여 : 양변기 3(장애인 1)","남 1, 여 1", , , , 
2329,서울특별시 중구 매봉18길 95,서울특별시 중구 신당동 333-771,127.0170078,37.55502438,응봉근린공원 1(동산초교 위),중구,02-2280-8390,공중,상시,공원,"남 : 양변기 5(장애인 1, 어린이용 1), 소변기 4 여 : 양변기 6(장애인 1, 어린이용 1)", , , , , 
2330,서울특별시 중구 청계천로 100,서울특별시 중구 수표동 99,126.9884117,37.56751079,시그니쳐 타워(서관),중구,02-6020-0135,민간개방1,정시,빌딩,"남 : 양변기 2, 소변기 4 여 : 양변기 5 공용 : 장애인 1",공용, , , , 
2331,서울특별시 중구 청계천로 160,서울특별시 중구 산림동 207-1,126.9953527,37.56798699,청계상가(2층),중구,02-2264-8511,민간개방1,정시,상가(재래시장),"남 : 양변기 5, 소변기 4 여 : 양변기 2",손건조기2, , , , 
2332,서울특별시 중구 청계천로 260-9,서울특별시 중구 을지로6가 17-432,127.0067183,37.56905622,동화상가,중구,02-2265-9611,민간개방1,상시,상가(재래시장),"2층 남 : 양변기 2, 소변기 2 여 : 양변기 4", , , , , 
2333,서울특별시 중구 창경궁로 62-5,서울특별시 중구 주교동 118-3,126.9983832,37.56810407,문화옥,중구,02-2265-0322,민간개방1,정시,음식점,"남 : 양변기 2, 소변기 1 여 : 양변기 1", , , , , 
2334,서울특별시 중구 명동길 73,서울특별시 중구 명동1가 1-1,126.9861488,37.56425502,YWCA,중구,02-774-9702,민간개방1,정시,빌딩,"남 : 양변기 2, 소변기 3 여 : 양변기 2", , , , , 
2335,서울특별시 중구 동호로 336,서울특별시 중구 쌍림동 146-7,127.0028585,37.56440351,한림빌딩,중구,02-2278-6857,민간개방1,정시,빌딩,"남 : 양변기 2, 소변기 2 여 : 양변기 2", , , , , 
2896,서울특별시 강북구 삼양로 561,서울특별시 강북구 우이동 80,127.0119669,37.65287056,솔밭근린공원 공중화장실,강북구,02-901-6926,공원,24시간,남자: 대변기4 소변기4 / 여자: 대변기8 / 장애인화장실(남녀구분),유아용설비(대변기2 소변기2 기저귀교환대) / 비상벨 설치(장애인2 여자9) / 화장실입구 CCTV 설치, , , , , 
2897,서울특별시 강북구 인수봉로 255,서울특별시 강북구 수유동 527-19,127.0105934,37.64148372,인수동 주민센터,강북구,02-3778-4952,공공기관,09:00 ~ 18:00,남자: 대변기1 소변기2 /여자: 대변기1 / 장애인화장실(공용),비상벨 설치(장애인2 여자4), , , , , 
2898,서울특별시 강북구 삼양로139길 49,서울특별시 강북구 수유동 568-100,127.0120626,37.64800449,우이동 주민센터,강북구,02-3778-4902,공공기관,09:00 ~ 18:00,남자: 대변기3 소변기4 / 여자: 대변기4,-, , , , , 
2899,서울특별시 강북구 한천로 1117,서울특별시 강북구 수유동 730-1,127.0198895,37.64463607,수유제2동 주민센터,강북구,02-901-4702,공공기관,09:00 ~ 18:00,남자: 대변기8 소변기8 / 여자: 대변기8,-, , , , , 
2900,서울특별시 강북구 한천로105길 21,서울특별시 강북구 번동 242-3,127.046517,37.62581524,번3동주민센터,강북구,02-3778-4356,공공기관,09:00 ~ 18:000,1층 남자화장실: 대변기2 소변기3 / 2층 여자화장실: 대변기3,비상벨 설치(장애인2 여자4), , , , , 
2901,서울특별시 강북구 도봉로20나길 6,서울특별시 강북구 미아동 138-11,127.0299232,37.61831822,송중문화정보도서관,강북구,02-944-3160,기타,07:00~22:00,남자: 대변기2 소변기1 / 여자: 대변기3 / 장애인화장실(남녀구분),비상벨 설치(장애인2 남자1 여자1), , , , , 
2902,서울특별시 강북구 삼양로 239-1,서울특별시 강북구 미아동 867-128,127.0181845,37.6248301,삼양파출소,강북구,944-4102,공공기관,24시간,남자: 대변기1 소변기1 / 여자: 대변기1(장애인화장실: 남녀구분),"유아용세면기1 / 기저귀교환대(남자1, 여자1) / 화장실 입구 CCTV 설치", , , , , 
2903,서울특별시 강북구 월계로 227,서울특별시 강북구 번동 242-6,127.04813,37.62362547,번3파출소,강북구,944-4182,공공기관,24시간,남녀공용: 대변기1 소변기1,-, , , , , 
2904,서울특별시 강북구 오현로 145,서울특별시 강북구 번동 147,127.0360857,37.62512317,강북문화정도서관 화장실,강북구,02-944-3100,기타,06:00~23:00,남자: 대변기4 소변기8 /여자: 대변기5,"비상벨 설치(장애인2, 남자1, 여자1)", , , , , 
2905,서울특별시 강북구 삼양로54길 68,서울특별시 강북구 미아동 754-1,127.0215556,37.62309802,강북청소년문화정보도서관,강북구,02-944-3140,기타,06:00~22:00,남자: 대변기2 소변기2 / 여자: 대변기3, , , , , , 
2906,서울특별시 강북구 한천로 996,서울특별시 강북구 번동 460-16,127.0305819,37.63775943,번1동주민센터 화장실,강북구,02-3778-4252,공공기관,09:00 ~ 18:00,남자: 대변기4 소변기6 / 여자: 대변기4 / 장애인화장실(남녀구분),기저귀교환대 설치, , , , , 
2907,"서울특별시 강북구 한천로 897, 경비동 (번동, 강북보건소,번2동 주민센터)",서울특별시 강북구 번동 232,127.0385068,37.63245869,번2동 주민센터,강북구,02-3778-4304,공공기관,09:00 ~ 18:00,남자: 대변기2 소변기2 / 여자: 대변기1 / 장애인화장실(남녀구분),기저귀교환대(여자), , , , , 
2908,서울특별시 강북구 삼양로19길 34,서울특별시 강북구 미아동 813-3,127.0206742,37.61514334,삼각산동 주민센터,강북구,02-3778-4205,공공기관,09:00 ~ 18:00,남자: 대변기1 소변기2 / 여자: 대변기3,비상벨 설치(남자1 여자1), , , , , 
2909,서울특별시 강북구 오패산로 162,서울특별시 강북구 미아동 87-141,127.0337885,37.61612364,송중동 주민센터,강북구,02-3778-4103,공공기관,09:00 ~ 18:00,남자: 대변기2 소변기3 / 여자: 대변기3,비상벨 설치(장애인2 남자1 여자1), , , , , 
2910,서울특별시 강북구 솔샘로 284,서울특별시 강북구 미아동 860-56,127.0238526,37.61829599,송천동 주민센터,강북구,02-3778-4153,공공기관,09:00 ~ 18:00,남자: 대변기2 소변기2 / 여자: 대변기2,비상벨 설치(장애인1), , , , , 
2911,서울특별시 강북구 삼양로 299,서울특별시 강북구 수유동 605-412,127.0175542,37.6300479,수유1동 주민센터,강북구,02-3778-4452,공공기관,09:00 ~ 18:00,남자: 대변기1 소변기1 / 여자: 대변기2,-, , , , , 
2912,서울특별시 강북구 노해로 36,서울특별시 강북구 수유동 223-8,127.0231594,37.63871291,수유3동 주민센터,강북구,02-3778-4752,공공기관,09:00 ~ 18:00,남자: 대변기1 소변기3 / 여자: 대변기3,기저귀교환대 설치, , , , , 
2913,서울특별시 강북구 삼양로64길 3,서울특별시 강북구 미아동 791-344,127.0183745,37.62734372,삼양동 주민센터,강북구,02-3778-4002,공공기관,09:00 ~ 18:00,남자: 대변기1 소변기2 / 여자: 대변기1,기저귀교환대 설치(여자) / 화장실 입구 CCTV 설치, , , , , 
2914,서울특별시 강북구 오패산로52사길 24,서울특별시 강북구 미아동 258-762,127.0316703,37.6282406,오동근린공원 율곡화장실,강북구,02-901-6923,공원,24시간,남자: 대변기2 소변기2 / 여자: 대변기5,유아용 설비(소변기1 세면기2 기저귀교환대(여자)) / 비상벨 설치(장애인2 여자7), , , , , 
2915,서울특별시 강북구 오현로 199-9,서울특별시 강북구 번동 619-33,127.0398279,37.62968393,벌말어린이공원화장실,강북구,02-901-6925,공원,24시간,남자: 대변기1 소변기1 / 여자: 대변기1,비상벨(여자), , , , , 
2916,서울특별시 강북구 도봉로72길 28,서울특별시 강북구 미아동 165-3,127.0255893,37.63209394,운산어린이공원화장실,강북구,02-901-6925,공원,24시간,남자: 대변기2 소변기2 / 여자: 대변기1,비상벨(여자2), , , , , 
2917,서울특별시 강북구 인수봉로17길 24,서울특별시 강북구 미아동 791-3725,127.0109247,37.62510389,삼양체육과학공원 화장실,강북구,02-901-6924,공원,24시간,남자: 대변기1 소변기2 / 여자: 대변기2,비상벨 설치(여자3) / 화장실 입구 CCTV 설치,산지형 공원, , , , 
2918,서울특별시 강북구 솔샘로60길 18-12,서울특별시 강북구 미아동 403-86,127.0243282,37.61822856,응달마을어린이공원화장실,강북구,02-901-6925,공원,24시간,남자: 대변기1 소변기1 / 여자: 대변기1,비상벨(여자2), , , , , 
2919,서울특별시 강북구 솔매로41길 48,서울특별시 강북구 미아동 222-20,127.0229086,37.62769057,한빛어린이공원화장실,강북구,02-901-6925,공원,24시간,남자: 대변기2 소변기2 / 여자: 대변기1,비상벨 설치(여자2) / 화장실 입구 CCTV 설치, , , , , 
2920, ,서울특별시 강북구 미아동  산 108-19,127.0083748,37.6210793,북한산 유아숲 체험장 화장실,강북구,02-901-6924,공원,24시간,남자: 대변기2 소변기2 / 여자: 대변기3,비상벨 설치(여자4),산지형 공원, , , , 
2921,서울특별시 강북구 덕릉로42길 49,서울특별시 강북구 번동 산 17-11,127.0326271,37.63277417,오동공원 유아숲체험장 화장실,강북구,02-901-6935,공원,24시간,남자: 대변기1 소변기1 / 여자: 대변기1,비상벨 설치(여자2),산지형 공원, , , , 
2922,서울특별시 강북구 도봉로23가길 26,서울특별시 강북구 미아동 329-2,127.0270479,37.61813204,솔샘어린이공원화장실,강북구,02-901-6925,공원,24시간,남자: 대변기1 소변기1 / 여자: 대변기1,비상벨(여자2), , , , , 
2923,서울특별시 강북구 오패산로77길 41,서울특별시 강북구 번동 447-1,127.024976,37.63581895,번남어린이공원화장실,강북구,02-901-6925,공원,24시간,남자: 대변기2 소변기2 / 여자: 대변기1,비상벨(여자2), , , , , 
2924,서울특별시 강북구 도봉로96다길 6,서울특별시 강북구 번동 472-39,127.0330092,37.63935179,샛강어린이공원화장실,강북구,02-901-6925,공원,24시간,남자; 대변기2 소변기2 / 여자: 대변기2,비상벨(여자3), , , , , 
2925,서울특별시 용산구 이촌로 318,서울특별시 용산구 이촌동 301-165,126.9827127,37.51767729,금강아산병원(2층),용산구,02-799-5000,민간개방,상시(연중개방),병원, , , , , , 
2926,서울특별시 용산구 이촌로 318,서울특별시 용산구 이촌동 301-165,126.9827127,37.51767729,금강아산병원(3층),용산구,02-799-5000,민간개방,상시(연중개방),병원,남1, , , , , 
2927,서울특별시 용산구 청파로 383,서울특별시 용산구 서계동 224-32,126.9686233,37.55375068,소아아동병원,용산구,02-705-9000,민간개방,상시(연중개방),병원, ,0, , , , 
2928,서울특별시 용산구 대사관로 59,서울특별시 용산구 한남동 657-138,127.0043354,37.5341642,순천향대학교서울병원(모자2층),용산구,02-709-9933,민간개방,상시(연중개방),병원, , , , , , 
2929,서울특별시 용산구 대사관로 59,서울특별시 용산구 한남동 657-138,127.0043708,37.533948,순천향대학교서울병원(별관2층),용산구,02-709-9933,민간개방,상시(연중개방),병원, ,손건조기1, , , , 
2930,서울특별시 용산구 녹사평대로 150,서울특별시 용산구 이태원동 34-87,126.990332,37.53248059,용산구종합행정타운,용산구,02-2199-6310,공공개방,09:00-18:00,공공청사,"남3,여2","손건조기40, 비상벨1", , , , 
2931,서울특별시 용산구 서빙고로75길 12,서울특별시 용산구 동빙고동 89-1,126.9969255,37.52169913,동빙고빗물펌프장,용산구,02-2199-8680,공공개방,09:00-18:00,공공청사, , , , , , 
2932,서울특별시 용산구 서빙고로 279,서울특별시 용산구 서빙고동 135-1,126.9946188,37.52047518,서빙고동청사,용산구,02-2199-8680,공공개방,09:00-18:00,공공청사,남1,손건조기2, , , , 
2933,서울특별시 용산구 백범로 281,서울특별시 용산구 효창동 95,126.9605128,37.53986614,영동석유,용산구,02-716-3842,공중,상시(연중개방),주유소및충전소, ,0, , , , 
2934,서울특별시 용산구 대사관로 59,서울특별시 용산구 한남동 657-138,127.0046787,37.5336068,순천향대학교서울병원(본관1층),용산구,02-709-9933,민간개방,상시(연중개방),병원,남1, , , , , 
3508,"서울특별시 양천구 목동남로4길 80, 101동 (신정동, 목동파크자이)",서울특별시 양천구 신정동 1325,126.8688783,37.5083117,갈산공원(분수광장),양천구,02-2620-3430,공중,상시(연중 개방),공원, ,손건조기2, , , , 
3509, ,서울특별시 양천구 목동  517,126.8786946,37.54660159,목동공원,양천구,02-2620-3430,공중,상시(연중 개방),공원, ,손건조기2, , , , 
3510,서울특별시 양천구 용왕정길 19,서울특별시 양천구 목동 199-51,126.8788871,37.54306974,용왕산공원B,양천구,02-2620-3430,공중,상시(연중 개방),공원, ,손건조기2, , , , 
3511,서울특별시 양천구 용왕정길 41,서울특별시 양천구 목동 202-16,126.8772634,37.54343586,용왕산공원A,양천구,02-2620-3430,공중,상시(연중 개방),공원, ,손건조기2, , , , 
3512,서울특별시 양천구 목동동로 363,서울특별시 양천구 목동 906,126.8770088,37.53478195,파리공원,양천구,02-2620-3430,공중,상시(연중 개방),공원, ,손건조기2, , , , 
3513,서울특별시 양천구 목동동로 441,서울특별시 양천구 목동 910,126.8855056,37.53819484,목마공원,양천구,02-2620-3430,공중,상시(연중 개방),공원, ,손건조기2, , , , 
3514,서울특별시 양천구 안양천로 1071,서울특별시 양천구 목동 911-1,126.8869434,37.53692093,안양천 양화교 옆,양천구,02-2620-3430,공중,상시(연중 개방),공원, ,손건조기2, , , , 
3515,서울특별시 양천구 등촌로 28,서울특별시 양천구 목동 792-6,126.8640147,37.53256008,롯데리아목동사거리점,양천구,02-2620-3430,민간개방,정시,민간, ,손건조기2, , , , 
3516,서울특별시 양천구 공항대로 550,서울특별시 양천구 목동 603-1,126.8665493,37.5497465,택민빌딩,양천구,02-2620-3430,민간개방1,정시,빌딩, ,1, , , , 
3517,서울특별시 양천구 목동중앙로13길 22,서울특별시 양천구 목동 131-3,126.8820142,37.54516553,목동공중화장실,양천구,02-2620-3430,공중,상시(연중 개방),화장실, ,손건조기2, , , , 
3518,서울특별시 양천구 중앙로17길 52,서울특별시 양천구 신정동 산 102,126.8553785,37.5098117,계남공원B(11단지 옆),양천구,02-2620-3430,공중,상시(연중 개방),공원, ,손건조기2, , , , 
3519,서울특별시 양천구 신정로13가길 36,서울특별시 양천구 신정동 521,126.8459186,37.5137887,계남공원A,양천구,02-2620-3576,공중,상시(연중 개방),공원, ,손건조기2, , , , 
3520,서울특별시 양천구 안양천로 710,서울특별시 양천구 신정동 871-17,126.8731427,37.50994105,안양천 오금교입구,양천구,02-2620-3430,공중,상시(연중 개방),공원, ,손건조기2, , , , 
3521,서울특별시 양천구 안양천로 750,서울특별시 양천구 신정동 871-6,126.8759251,37.51284714,안양천 오금인라인스케이트장 앞,양천구,02-2620-3430,공중,상시(연중 개방),공원,장애인화장실1,손건조기3, , , , 
3522,서울특별시 양천구 목동동로12길 59,서울특별시 양천구 목동 931,126.8780856,37.5239097,안양천 오목교 출구 옆,양천구,02-2620-3430,공중,상시(연중 개방),공원, ,손건조기2, , , , 
3523,서울특별시 노원구 중계로 233,서울특별시 노원구 중계동 360-2,127.0743129,37.64982484,청구종합상가,노원구,02-2116-3815,민간개방,상시,빌딩, , , , , , 
3524,"서울특별시 노원구 상계로 193-14, 103동 (상계동, 상계대림아파트)",서울특별시 노원구 상계동 172,127.074498,37.66304057,대림쇼핑센타,노원구,02-2116-3815,민간개방,상시,빌딩, , , , , , 
3525,서울특별시 노원구 동일로 1341,서울특별시 노원구 상계동 763-2,127.0620519,37.64832431,장우빌딩,노원구,02-2116-3815,민간개방1,상시,빌딩, , , , , , 
3526,서울특별시 노원구 노해로 467,서울특별시 노원구 상계동 712-1,127.0599108,37.65448027,교보빌딩,노원구,02-2116-3815,민간개방1,상시,빌딩,남녀 각1개,손건조기2개, , , , 
3527,서울특별시 노원구 동일로 1419,서울특별시 노원구 상계동 711-12,127.0598351,37.65530574,디와이홀딩스빌딩,노원구,02-2116-3815,민간개방1,상시,빌딩, ,손건조기2개, , , , 
3528,서울특별시 노원구 한글비석로 396,서울특별시 노원구 상계동 173-1,127.0728052,37.66147138,상계역전상가A,노원구,02-2116-3815,민간개방1,상시,빌딩, , , , , , 
3529,서울특별시 노원구 한글비석로 250,서울특별시 노원구 중계동 364-20,127.0769881,37.64998637,그린코아빌딩,노원구,02-2116-3815,민간개방,상시,빌딩, , , , , , 
3530,서울특별시 노원구 동일로 1778,서울특별시 노원구 상계동 1205-8,127.055812,37.68719926,서울개인택시조합 복지노원충전소,노원구,02-934-9077,공중,상시,주유소및충전소, , , , , , 
3531,서울특별시 노원구 동일로 1601,서울특별시 노원구 상계동 1034-1,127.0554237,37.6715453,(주)노일가스,노원구,02-934-8851,공중,상시,주유소및충전소, , , , , , 
3532,서울특별시 노원구 노원로 49,서울특별시 노원구 공릉동 230-17,127.0855321,37.62595307,태릉솔밭주유소,노원구,02-976-5189,공중,상시,주유소및충전소, ,손건조기2개, , , , 
3533,서울특별시 노원구 화랑로 483,서울특별시 노원구 공릉동 649-15,127.0806776,37.61963634,화랑대주유소,노원구,02-972-5189,공중,상시,주유소및충전소, ,손건조기2개, , , , 
3534,서울특별시 노원구 화랑로 466,서울특별시 노원구 공릉동 657-14,127.0793347,37.61863873,배꽃나라 주유소,노원구,02-973-5172,공중,상시,주유소및충전소, , , , , , 
3535,서울특별시 노원구 화랑로 822,서울특별시 노원구 공릉동 26-63,127.1090043,37.63859713,삼육주유소,노원구,02-949-3668,공중,상시,주유소및충전소, , , , , , 
3536,서울특별시 노원구 월계로 328,서울특별시 노원구 월계동 295-4,127.057205,37.62879013,신성주유소,노원구,02-916-4334,공중,상시,주유소및충전소, , , , , , 
3537,서울특별시 노원구 월계로 252,서울특별시 노원구 월계동 935,127.0506328,37.62449954,월계주유소,노원구,02-917-0816,공중,상시,주유소및충전소, , , , , , 
3538,서울특별시 노원구 동일로 1089,서울특별시 노원구 공릉동 379-17,127.0719474,37.62697197,한신주유소,노원구,02-974-5151,공중,상시,주유소및충전소, , , , , , 
3539,서울특별시 노원구 노해로 455,서울특별시 노원구 상계동 709,127.0585166,37.65416119,인산빌딩,노원구,02-2116-3815,민간개방1,상시,빌딩, , , , , , 
3540,서울특별시 노원구 한글비석로 396,서울특별시 노원구 상계동 173-1,127.0728052,37.66147138,상계역전종합상가B,노원구,02-2116-3815,민간개방1,상시,빌딩, , , , , , 
3541,"서울특별시 노원구 동일로213길 21, 107동 (상계동, 상계주공1단지아파트)",서울특별시 노원구 상계동 765,127.0602128,37.64712098,상계주공1아람상가,노원구,02-2116-3815,민간개방,상시,빌딩, , , , , , 
3542,서울특별시 노원구 노원로17길 29,서울특별시 노원구 하계동 243-3,127.0703594,37.6421071,SK네트웍스(주)하계주유소,노원구,02-975-1386,공중,상시,주유소및충전소, , , , , , 
3543,서울특별시 노원구 동일로 1008,서울특별시 노원구 공릉동 596-10,127.0751448,37.62032372,노원주유소,노원구,02-949-5151,공중,상시,주유소및충전소, , , , , , 
3544,서울특별시 노원구 노해로 527,서울특별시 노원구 상계동 718-2,127.0663374,37.65594432,양지진흥개발(주)직영상계주유소,노원구,02-930-0111,공중,상시,주유소및충전소, , , , , , 
3545,서울특별시 노원구 공릉로 294,서울특별시 노원구 하계동 139-2,127.0722248,37.63364004,하계삼호주유소,노원구,02-974-8818,공중,상시,주유소및충전소, , , , , , 
3546,서울특별시 노원구 화랑로 405,서울특별시 노원구 공릉동 690-11,127.0725333,37.61694027,태능가스㈜,노원구,02-972-3031,공중,상시,주유소및충전소, , , , , , 
3547,서울특별시 노원구 동일로 1113,서울특별시 노원구 공릉동 711-1,127.0708062,37.62907319,신성에너지㈜ 공릉동충전소,노원구,02-972-2254,공중,상시,주유소및충전소, , , , , , 
4093,서울특별시 중랑구 면목로 407,서울특별시 중랑구 면목동 282-6,127.0875491,37.58838071,면목역,중랑구,1577-5678,공공개방,정시 (05:00-익일01:00),지하철,2,기저귀교환대2유아용보호의자2손건조기3, , , , 
4094,서울특별시 동작구 사당로 310,서울특별시 동작구 사당동 144-4,126.9810027,37.48501288,이수역,동작구,1577-5678,공공개방,정시 (05:00-익일01:00),지하철,2,기저귀교환대2유아용보호의자1손건조기3, , , , 
4095,서울특별시 서초구 신반포로 176,서울특별시 서초구 반포동  19-3,127.0038222,37.50489886,고속터미널역,서초구,1577-5678,공공개방,평일 5:35~00:53 토요일 5:36~23:54 일요일 5:36~23:54,지하철,2,기저귀교환대2유아용보호의자1손건조기3, , , , 
